customer_id,source_user_id,signup_date,region,age_group,acquisition_channel
C_7306796,AHEVUFDDDQV4763ZYIA745KOXUUA,2020-11-01,East,35-44,Organic
C_2296916,AGQANGDZQGK2IOWOXHOCTPBPQRKA,2017-05-05,East,25-34,Social
C_7939576,AHTOAHVOFQFZ7I5HPDVJSEASCRZQ,2017-11-11,North,45-54,Social
C_6733351,AEK5ZLRN23DCNUWP3GHTONPO4DWA,2020-03-24,North,25-34,Email
C_6390962,AF5BYRAWORXLQNHT3IAPKOQOGTRA,2017-05-11,South,18-24,Social
C_2077827,AGNFCXSJSYDHFRF4ZKIEDV3GVZFA,2013-12-27,West,45-54,Social
C_8553366,AFUSWNVA72MMWHGYWJ652SYX2JJQ,2021-10-25,West,55+,Paid Search
C_5631939,AFJJBA225IQUMV35ZORXSVFZDMVA,2020-05-15,West,18-24,Referral
C_2555601,AF5HMGO6S5NUN4QR3DJBP6ZVIEIA,2021-09-21,West,45-54,Paid Search
C_7698388,AFWRGOGF4AI2IHRX7KZ2IYL63RXA,2016-01-27,South,35-44,Organic
C_9309042,AHGAWWBYLYK3OM3D7RBFM2DZKIHQ,2017-01-04,Central,35-44,Email
C_0416593,AGATJUDC7FC3FLKDSDC5DM3RRVCA,2021-05-05,South,45-54,Organic
C_5790233,AEDTXOC3YW6O7P2UPM22VNNRF77A,2019-09-02,South,18-24,Organic
C_3323269,AEVRP23ONGIWRUAPURGPAKC4PL2Q,2021-07-21,West,18-24,Social
C_7076793,AEYK5YGOKGJJ6QYYWDV32ST23Q7A,2019-12-20,South,25-34,Referral
C_5462348,AHBNWEJNOKN4BD2QMP3LUZUG6MAQ,2020-04-03,Central,18-24,Email
C_8787430,AF62EAAIQCFJ6FDZ2L4W5LEAKUIA,2020-10-09,North,35-44,Paid Search
C_5636547,AGW7DNVEEOZ55KAPREK54O7DYLKA,2016-06-08,West,35-44,Social
C_7759427,AHINTWLUQQLLDM437NMPMEDDUD4Q,2019-01-23,East,25-34,Organic
C_1037916,AGQCFT47KDI77JKRSOMAK34MJPAQ,2017-06-18,South,25-34,Social
C_0383048,AFPV346BBPR4OSAIFCN5I7T7TP5A,2018-12-31,South,35-44,Social
C_6938192,AGS47C3SO62X375JL7RWNBKCFXXA,2020-10-30,Central,55+,Social
C_7807179,AHPKUK33JPVJZQJOPUSPIBCAYBBA,2020-10-14,Central,18-24,Referral
C_6603500,AHU2GG5RF6YAEWUFNLH3QH5RHDNQ,2021-03-12,Central,25-34,Organic
C_9720398,AE2WMFLNQAV4U5O5XL7AU7LYSL3Q,2018-12-09,North,18-24,Organic
C_8729104,AEX5IK5WUXIGLSWUWSNDYATYVQJA,2016-02-07,East,25-34,Email
C_3015153,AGDR3CBX2GWY3JKGDLMUERVFWPTQ,2016-06-22,North,25-34,Social
C_9010021,AHTMAPDOHUZ225CTU4K2E3BFBPBQ,2020-02-29,South,18-24,Email
C_2431239,AFGNAQM465VDQYDIWW7WBZEUMN2Q,2020-03-27,West,45-54,Social
C_8131196,AEBDKPMDIM267M2A2JNR37RTNIRQ,2020-08-12,Central,18-24,Organic
C_3785214,AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,2016-11-14,East,25-34,Organic
C_7810343,AEVBOKQVPBUGU74U6FWZON46R6ZQ,2021-02-04,North,35-44,Organic
C_3672974,AEDW2OT6QODQHYU6Q6VUBLUFOOIQ,2017-07-12,West,25-34,Social
C_5191471,AF4WXU322AWYRJ5S7HE6CEBQMEFQ,2019-09-17,West,25-34,Organic
C_0584918,AF2UCXKR6DC75YORQSCINN2E7B6A,2015-01-24,Central,18-24,Paid Search
C_4482222,AEIN65QSZZQ7LR3MSPIYAIES6GNQ,2017-11-06,West,35-44,Email
C_7109642,AFJVYJ75233DFO3FZYXTELUZLUGA,2018-11-24,North,18-24,Organic
C_5440150,AGPJXWOVUYDJHAGKCHQ4AK2AVGZQ,2019-03-09,West,35-44,Organic
C_2136781,AF6FP5XNZKQFS7NB5WG5AAUZXATA,2019-11-20,North,45-54,Social
C_2914165,AFHZAI5WNVWT4SFFY2EZ2SGSCIAQ,2018-10-09,South,18-24,Organic
C_3166424,AED5CY57L474C37AHNRMT3BTS5LA,2018-09-06,East,55+,Paid Search
C_2523315,AFFO2TXPGQVHVTIMFRGT5YZ7M4OA,2019-12-17,Central,55+,Organic
C_1137440,AG3JVDYPQD5TEE7WCI5OK46MSMRA,2013-07-26,South,25-34,Social
C_8972341,AGTMZCWIWBH43TCW7UKG2YV2EKKA,2007-09-23,Central,25-34,Social
C_8002440,AHYEPW2M6FS4LOSZH3JYO47ET2WA,2020-07-01,West,55+,Organic
C_7442614,AGAUXWCVEMG4NHHLM5QYOWMWWRVQ,2019-10-03,West,25-34,Social
C_7873798,AELN54HSLHAIITISZ7WNFUGPFQTA,2017-01-17,West,25-34,Organic
C_8216960,AHJLE24BKWMCMJ72W7XYMLCXKIGA,2015-10-15,West,35-44,Paid Search
C_5639290,AET7USDGJ7EL5YUJU55S32IFRZDQ,2018-05-16,South,25-34,Email
C_8704098,AGVOCAFRQ6W2PWADY27GTWIHVVJA,2008-10-09,North,45-54,Social
C_0905830,AEALMYGML4SPUXDCK3RDDSXBIGUA,2016-09-10,West,35-44,Paid Search
C_9503125,AG7U3U2RPLN3LW5P4CUVUHINRMOA,2018-06-25,South,25-34,Organic
C_9827133,AHPOHKN4PU4W3V5PGFL7AGTAD2AA,2019-12-10,Central,35-44,Email
C_7849468,AFIV4SN6MTZTNSKICMACWGG5REFQ,2015-06-13,Central,35-44,Paid Search
C_2016708,AE5NJ373RYNSSYEROFQ6YMKJ6XWA,2019-08-20,South,25-34,Organic
C_0751413,AFTEMMCIMU62ONZHLLXEXSME4Z6Q,2021-11-16,West,18-24,Paid Search
C_2127526,AHF4MTJVRIWG2GK3JLSBKYQYHGDQ,2017-01-29,South,45-54,Referral
C_2280907,AHAEAFCDBBBD7QSNL3OIEFE2F2AQ,2021-10-14,West,35-44,Paid Search
C_9707742,AGDOCJ45DHF6JVD23PLTNOH5BHHQ,2020-11-28,West,45-54,Social
C_8999292,AHRGTIMQO47C2VLJILIDU53BQKSA,2016-02-04,Central,45-54,Paid Search
C_4063763,AFUHQI57RBU4SVZEM55LB2FHAPWQ,2019-03-14,West,25-34,Referral
C_2973131,AG64D7OAG3IYLHPMFIDIALPO4QZQ,2019-03-28,East,35-44,Social
C_9006282,AFXM3YJ4TA4ESZJWGYY65PDL5YNQ,2018-07-04,Central,18-24,Paid Search
C_0131964,AE5UYN4TT4EE55XLVLKQCO6IHEYQ,2020-12-10,West,35-44,Organic
C_0896199,AGYXMSSKCFQQ25LG4K5WDFOZSDRA,2020-08-16,South,25-34,Referral
C_2025749,AGK47D52WHEZWIW3RGMLDNDGZ32A,2021-03-13,North,45-54,Organic
C_3170110,AGFYPDLGSZU6QY6KIW6JZW6CK2CQ,2017-10-06,Central,35-44,Social
C_3874454,AEJFGVOJDY43M34SKOQ73MR5LDOQ,2021-08-29,West,55+,Organic
C_3319008,AFEZH43XDG42KHOX4ZDOISHOJJMQ,2014-12-24,West,35-44,Organic
C_9167471,AGTAGFJK3FZRO643NK5GYNPOXTUQ,2018-10-31,North,25-34,Social
C_8355308,AHCNFZOIVLKA3FV54MREJJMSDHFA,2022-05-22,Central,18-24,Paid Search
C_6312053,AFFCQNWCHXTY7BANIWXLP5C2BKPA,2021-01-23,West,25-34,Organic
C_6311184,AECCHBPAQIKZS2ALD6MVJOO3CWKQ,2020-08-31,Central,45-54,Social
C_0326463,AFAFNPANVWPP3VFRJHQZOU7R6X2Q,2020-12-29,West,35-44,Email
C_0577271,AEOVCZC77QZJQPBIAIKCFV7AS7PA,2013-12-02,South,45-54,Organic
C_1669814,AHJRS3AHOMWOGYEWUAFF6MDEJY4A,2018-09-20,East,18-24,Social
C_6170127,AHFQM2AORFUYHAE2O4IIHFU5QCGA,2014-06-16,South,45-54,Organic
C_6368568,AGO73GPAF65RB7XZGZL5L3QVY2JA,2021-03-27,South,25-34,Referral
C_7422230,AHBVTZVQSHLVHMK5N3NOHKNCNJPA,2017-12-23,West,35-44,Referral
C_1725235,AH4UNA3HYDPXDLP7OETQQOQQDWYA,2018-02-12,East,25-34,Email
C_2961759,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,2015-01-18,West,25-34,Social
C_7717796,AH6PHAHWPMJDA4UXVJS6ZGZWE3SQ,2022-04-10,Central,25-34,Social
C_0203259,AH2HBIU5M2KOE4WHRXEZV2CUTHZA,2019-01-21,Central,45-54,Paid Search
C_1316858,AHY3NVIU6WQZIP522P7ZGQPE7QWQ,2020-06-03,East,45-54,Organic
C_8670934,AEJ33R64CS46LK4ZN3RHTLTBO4ZQ,2017-04-30,East,45-54,Social
C_0576505,AG4U7OO7EGQXH5KTGPWNFM3AC5MA,2019-07-24,North,18-24,Organic
C_2370130,AFQ4A4DZ6PYJYZJXKXCNEONVD24A,2016-07-12,North,25-34,Social
C_0492196,AGAPXZJESA3RADJKPXMASS2TT5QA,2017-07-06,West,45-54,Organic
C_0547869,AE5LTGA5XU7NVIGVQKDQ6N2Z7GRQ,2018-03-01,West,18-24,Referral
C_9306847,AHBUO2AFI46Y3SDHRMETHIGRUONQ,2014-08-23,East,25-34,Organic
C_2312101,AFRKVKLMCTJGCLALZIHEJSZ326SA,2018-02-22,South,45-54,Social
C_0373521,AFJNVGGMMQAIDULOVPTR2MPBEIMQ,2018-03-01,North,18-24,Paid Search
C_1664626,AF2BLE54TEMGZ546U763ZHZRXC4A,2020-07-21,East,45-54,Referral
C_8743426,AE5E4D2GGRABRQOO6XKKK7ZEKPIQ,2019-10-31,East,45-54,Paid Search
C_3531571,AFAAITODQWTP5HUV2E7QDRXRHERA,2021-03-02,South,55+,Paid Search
C_5203270,AFSGI24VGE7QZS7QUKIEJGGEF4QQ,2019-07-30,West,35-44,Organic
C_1350614,AGXRSHOXP2NVH5JT563MX574I72Q,2018-02-23,South,35-44,Social
C_1332251,AEONXM4J7LCG3G4JNSNSCBZ4MDNA,2019-11-12,West,45-54,Organic
C_5623494,AHAHXJJYDAJSSAXO3OLJ3HGRCBPQ,2018-01-17,East,25-34,Organic
C_0084712,AEEDFUQ7SXVEZ4VBHTED5D6MZ7QA,2020-12-25,Central,18-24,Email
C_6178089,AEHO2WBZQTHF2UYNRQOHP6PASYHQ,2020-02-15,East,45-54,Paid Search
C_8028024,AFHPJTBQYQHQXIFBAODXDAIGCGMQ,2022-02-25,North,35-44,Referral
C_3369650,AHR6RGZTLOMBD7EBF3OK43JWMGNQ,2020-05-27,South,55+,Social
C_4051974,AGZMKHWSCB3UXDGFUPFRZSL4EAWQ,2019-10-19,South,35-44,Paid Search
C_2814873,AFIS3XBH5KRSGHGJUFRTYBTFGEEQ,2014-09-26,North,25-34,Email
C_6858466,AETEK5ENT3ZFKBCPJ4ETALYQXY2Q,2015-07-27,East,18-24,Social
C_9866466,AF453YWNMOPDI5XRRVQOIF56NM4Q,2020-12-18,East,45-54,Paid Search
C_7535954,AGTV3IO25IJNDMEPGK2IBM6WZ7MQ,2018-09-08,West,18-24,Paid Search
C_5192329,AE7YYSYFEWAYIUCAK4W33CHPP4JQ,2021-01-02,North,18-24,Email
C_1986956,AFNUEZFQIFN6SFAWG6WLHR3IVLLQ,2018-04-14,Central,25-34,Referral
C_3708225,AFJ74T4L5ZMC7PCNN4C567JNFWWA,2015-01-25,West,18-24,Organic
C_7369947,AHUV6QJJIJPSYDUGY3RFYZOHPIFA,2013-03-04,West,18-24,Organic
C_9841520,AF6CN6PFI7EGYFVCXE5TKJNN5ZEA,2016-11-01,West,25-34,Organic
C_5423648,AEOXJH67IK6A7MAATXDVRAMR4TPA,2015-10-30,North,25-34,Social
C_3563738,AEWOCOJGLNR3RFQSR73J2KGY3ENQ,2018-09-21,East,18-24,Social
C_6560242,AGVXN42IKSKKBNVFGKCMKIZEBNSQ,2021-01-28,Central,45-54,Referral
C_6020047,AE3X7PNUWXQU6FZQLQGIA6ZT45QA,2021-06-25,North,35-44,Referral
C_5657564,AHU45NZTYUKII5KWB47OI5NH3QLQ,2018-12-04,West,35-44,Organic
C_3975023,AFJ4YAHXPKZQSEJTCCJ5Z4KPYZKA,2019-08-15,West,25-34,Paid Search
C_6110118,AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,2020-08-30,East,35-44,Social
C_4743951,AHUKDCTHM6YIDIY7CDZMXBF2NU5Q,2019-10-28,South,45-54,Paid Search
C_2394353,AFXAMSEN6MT4WQHSXCV4JRGXWODA,2019-10-01,North,18-24,Email
C_2969905,AGDFLGBDHOLOASHN4K6ICKMAWEOA,2016-02-10,East,25-34,Organic
C_6269642,AEXEZ3PIBH37ILP6K6ZIGAZZJ7CA,2020-08-29,Central,45-54,Social
C_2307596,AHZQKBA7BNCQH4CHTAKL4KX7BULA,2020-06-07,Central,18-24,Email
C_9692916,AFXMJCVLRCGRAEC7P37FZHEB24UQ,2019-11-19,West,25-34,Paid Search
C_8988340,AHGZX4XSJUP5YNAEKCZOXX3FRKNQ,2015-07-16,East,45-54,Social
C_5909248,AEP4CUO23WOOOEYSJBXWYLLHD5IQ,2021-04-11,East,35-44,Paid Search
C_2147205,AEI342MDA32TKMKQ7PEPNHCQ3MWQ,2018-01-12,Central,45-54,Social
C_6902673,AFI44N5JJZHC3P7SOQWMWXHNWNZQ,2017-04-09,West,18-24,Social
C_3643209,AF6OCVGAI4ODVHGZ4FIPAU5IYCWA,2019-07-19,North,35-44,Social
C_3402889,AFRU45DESG72MNB6FNVBEOOYGHBA,2020-05-04,South,45-54,Email
C_1682215,AFMDE2DGQYBYM4XPLOW74YUUCJWQ,2021-09-14,West,35-44,Organic
C_3837939,AHVCBFA26MVQML3Q3777WCGATSIQ,2019-08-25,West,45-54,Referral
C_4294474,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,2019-11-26,East,18-24,Organic
C_0671755,AFJQB3AGZHG4UJT452DN4NFODKPQ,2018-07-30,North,35-44,Social
C_7646893,AENE4O4RTVRK6N2VUTSUGTPKS46A,2021-05-17,West,25-34,Email
C_1218381,AGF6JAXKV7UV6MREBJ5FGHLAQ65Q,2019-09-01,South,18-24,Email
C_6105716,AHZZJQYNVZUJNPNQ737ITGEQUB4A,2021-03-02,Central,18-24,Paid Search
C_3267132,AGDSEYGSA5K664EUHWKV3ARDXO2Q,2020-11-07,South,35-44,Referral
C_1393367,AGXHD5W7H56U5PYVKV677VFNYQRA,2021-01-15,North,45-54,Social
C_7945477,AHPTMNP3Y4FGG7TX2SO6DQCVNHPQ,2020-01-01,West,25-34,Organic
C_4363917,AEKB7DPBZAAB4GZFCWO24MFAVUZA,2020-07-27,West,45-54,Organic
C_1783644,AFULZJNHK6KFYTA5PJPBNSRIR4HA,2019-10-26,Central,35-44,Organic
C_8121330,AFJOSWMUZ5OITR3FQ5H2HUUCK5TQ,2018-11-09,Central,45-54,Paid Search
C_6982063,AEXGISIVX7WBUNI7UHHERVB3DF7Q,2021-12-12,North,55+,Social
C_1260601,AFBXVB2GIANS2DHWDK3HXISL2WEA,2016-08-01,East,18-24,Paid Search
C_5386072,AE462K7ARMFX3P7CX2QRL62RR7EA,2018-09-05,Central,45-54,Paid Search
