order_id,customer_id,order_date,product_id,product_name,category,order_value,discount_pct,is_returned,ab_group,converted,retained_30d
O000231,C_0819224,2021-04-08,B08RS762Z7,"Hair Bands for Women's Hair, Fashion Headbands, Headbands for Women, Headband for Fitness, Head Band for Outdoor Activities, Gift Pack 2pc, High Elastic, Non Slip, Breathable, Soft.",All Beauty,9.9,0.06,0,control,1,0
O000232,C_0819224,2021-04-03,B08R8JQ7NF,Oval Large Makeup Brushes Fast Application Liquid Cream Powder Foundation (Rose Gold 1),All Beauty,18.47,0.0,0,control,0,1
O000233,C_0819224,2021-04-02,B08VMWZ7N2,"DOYIZZ Makeup Brushes Set, 10pcs Crystal Handle Makeup Brushes Powder Blush Brush Foundation Brush Blending Eye shadow Concealer Makeup Brush Set (Pink)",All Beauty,18.53,0.0,0,control,1,1
O000234,C_0819224,2021-03-26,B08NGXBJ4X,"Organic Roll On Essential Oils Set, 100% Pure USDA Certified - Protector Blend (Based on 4 Thieves Legend) & Lemongrass with Black Leather Travel Case",All Beauty,18.46,0.13,0,control,0,0
O000235,C_0819224,2021-03-04,B0881WZVM5,"KISSIO Color Changing Lipstick,Discoloration and Moisture retention,Temperature Sense Changing Color,Long Lasting Color,Fresh Colors(03#Orange)",All Beauty,40.52,0.06,0,treatment,1,0
O000236,C_0819224,2021-03-03,B08MPP4X5L,"2 Pack Soy Candles Gifts Set for Women, Lavender, Fir Scent, Hand Poured Aromatherapy Candle, Scented with Essential Oils, Each 8 oz",All Beauty,108.87,0.08,0,treatment,0,0
O000237,C_0819224,2021-02-25,B08QHP717Z,Nxconsu 12Pcs Headbands for Women Girls Teens Elastic Hair Bands Silky Solid Colors Pleated Crinkle Head Band Fashion Trendy Outfit Colorful Thin Comfortable Hair Accessories for Home Work Gym Casual,All Beauty,19.71,0.09,0,control,1,0
O000238,C_0819224,2021-02-22,B08JTNQFZY,GAINWELL,All Beauty,14.65,0.04,0,control,1,1
O000239,C_0819224,2021-02-21,B08RY2LML3,Cute Birthday for Girlfriend I 'To My Girlfriend' Compact Mirror I Girlfriend Gifts I Valentines Day for Her I Anniversary for Girlfriend I Girlfriend Gi fts for her,All Beauty,15.22,0.03,0,control,1,0
O000240,C_0819224,2021-02-08,B08HDLCHXN,"Dienalls Mask Applicator Brush Silicone, Brush for Removing Face Mask/Cream/Liquid/Gel/Mud, Double-Ended Facial Cleansing Brush to Remove Dead Skin, 5pcs (3 Face Spatula + 2 Face Scrubber)",All Beauty,12.81,0.19,0,control,0,0
O000241,C_0819224,2021-01-30,B08MT11QG3,"SupSilk 1 Inch Hair Straightener Flat Iron, Flat Iron for Hair Curler Iron with Ceramic Tourmaline Plates Adjustable Fast Heat to 250-450℉ for Black Curly | Women Girlfriend Gifts | Salon",All Beauty,32.8,0.17,0,control,1,0
O000242,C_0819224,2021-01-23,B08HGZXLP6,"Empty Amber Glass Spray Bottles - (4 Pack) 16 oz with Labels Refillable Container for Essential Oils, Cleaning Solutions, Cleaning Products, Hair, Plant Mister, Daily Shower, Gardening or Aromatherapy",All Beauty,15.46,0.05,0,treatment,0,0
O000243,C_0819224,2021-01-20,B08N9RT9YD,"Bath Body Brush with Super Comfy Bristles for Universal Skin,Long Bamboo Handle Gentle Exfoliation Improve Skin's Health and Beauty Wet or Dry Brushing Back Scrubber for Shower",All Beauty,14.8,0.0,0,treatment,1,0
O000244,C_0819224,2021-01-20,B08HGZXLP6,"Empty Amber Glass Spray Bottles - (4 Pack) 16 oz with Labels Refillable Container for Essential Oils, Cleaning Solutions, Cleaning Products, Hair, Plant Mister, Daily Shower, Gardening or Aromatherapy",All Beauty,35.31,0.17,0,control,1,1
O000245,C_0819224,2021-01-20,B08HX5J4P5,"Aibilye Shower Cap, 3Pcs Shower Cap For Women,Shower Cap For Kids, Double Waterproof,Hair Care Cap,Salon Shower Cap,Reusable, Medium Size(STYLE-1)",All Beauty,10.53,0.04,0,treatment,0,0
O000246,C_0819224,2021-01-12,B08PPB3W6H,"YanJie Velvet Stretched Button Headband Holder for Nurse Mask Women/Girls/Men 6 Package, Leopard Black Gray Velvet ,Protect your Ear Headband 20inch (Leopard)",All Beauty,8.6,0.13,0,treatment,1,1
O000247,C_0819224,2021-01-10,B08P7PSMRR,CARLA Lacto Biome Balancing Cream Skin Care for Sensitive Dry Skin Face Hydrating Moisturizer,All Beauty,15.54,0.13,0,treatment,0,1
O000248,C_0819224,2021-01-07,B08NJ56F9C,Anon Make Up Remover Wipes 10ct | Individually Wrapped Natural Vitamin E and Aloe Vera | Bamboo Mini Makeup Wipes | AirBnB’s Choice for Convenient Single Use Face Wipes | Paraben and Alcohol Free,All Beauty,13.79,0.16,0,treatment,1,1
O000249,C_0819224,2021-01-05,B08LGG9GSG,"ikikin Body Brush Soft Silicone Bath brush Exfoliating Body Scrub Brush, Shower Cleansing Scrubber Brush for Double-Sided Silicone Sponge Bath Brush with Soft Brush pink+blue",All Beauty,28.61,0.12,0,treatment,1,0
O000250,C_0819224,2021-01-05,B08KT7FCYY,"Rancco Dried Flower Buds Fragrant Petals Ball, 10 Kinds Natural Organic Flowers Ball, Premium Grade Dried Blooming Flower Tea Balls for Tea, Baking or Bath Bombs",All Beauty,28.96,0.0,0,control,1,0
O000251,C_0819224,2020-12-18,B08HMLXW65,"Claw Hair Clips, IKOCO 6 Pack Jaw Clips Stylish Matte Plastic Strong Hold Hair Clamps Box Packaged for Thin Fine Hair with 10Pcs Black Hair ties (2.4Inch)",All Beauty,20.08,0.04,0,treatment,1,0
O000252,C_0819224,2020-12-18,B08HMJT41C,"Hair Claw Clips, IKOCO Medium Hair Clips for Women Thin Hair 6Pcs",All Beauty,12.73,0.0,0,control,0,0
O000253,C_0819224,2020-12-14,B088DX4Q5K,"2 Pack Detangling Brush for Curly Hair, Wiisdatek Black Hair Detangler, Afro Textured 3a to 4c Kinky Wavy, Detangle Easily Wet/Dry/Long Hair for Beautiful Shiny Curls (Pink, Green)",All Beauty,36.38,0.0,0,treatment,0,1
O000254,C_0819224,2020-11-28,B08DKK7KXV,"Portable Travel Bottles Set,Leak Proof Squeezable Silicon Tubes Travel Size Toiletries Containers,TSA Approved Refillable Travel Accessories for Shampoo Liquids (1.3Oz,4 Pack)",All Beauty,4.65,0.2,0,control,0,0
O000255,C_0819224,2020-11-28,B08G8B2CQH,"6 Pack Portable travel bottles-30ml Flip Cap Reusable Bottles Keychain Carriers for Shampoo,Hand Sanitizer Refillable Keychain Sanitizer Holder -1oz dispenser bottle, Metal 6 Pack Buckle Include",All Beauty,20.5,0.04,0,treatment,1,0
O000256,C_0819224,2020-11-28,B087B5RJ2P,"Butt Naked Baby Organic Sunshine Lotion | Everyday Moisturizer | Lightweight, Non-Greasy | Normal-to-Dry Skin | Aloe, Shea Butter, Sunflower Oil, Calendula, White Tea, Green Tea, Rooibos Tea, Lemon Oil | 6.7 oz",All Beauty,18.32,0.16,0,treatment,1,0
O000257,C_0819224,2020-11-27,B08G83G24X,"6 Pack Portable travel bottles-30ml Flip Cap Reusable Bottles Keychain Carriers for Travel Outdoor Camping Supplies, Metal Buckle Include, Set of 6",All Beauty,23.18,0.05,0,treatment,0,1
O000258,C_0819224,2020-10-04,B08CZM3GH3,Leetaltree 6Pcs Makeup Sponge Set,All Beauty,24.92,0.0,0,control,0,0
O000259,C_0819224,2020-09-12,B086XH7BWW,Taya Beauty Buriti Nut Intensive Repair Shampoo & Conditioner Duo – Organic Hydrating Shampoo and Conditioner for Dry Damaged Hair - Restorative Hair Care – Travel Size 2 fl oz,All Beauty,32.39,0.09,0,treatment,1,1
O000260,C_0819224,2020-08-30,B0895XRT9S,"Disposable Shower Cap, Elastic Bath Cap,Waterproof Hair Head Cover Shower Cap For Home Use,Hotel and Beauty Salon,Pack of 120 （Blue)",All Beauty,19.57,0.1,0,control,0,1
O000261,C_0819224,2020-08-29,B08C72C56Z,"Nail Files 16 Pcs, Double Sided Emery Board Manicure Tools for Filing Natural Gel and Acrylic Nails for Home and Salon Use",All Beauty,11.46,0.09,0,control,0,0
O000262,C_0819224,2020-03-18,B07D6KYSJH,"[Weekly Point Cosmetic Rose edition mask sheet] - Facial skin care mask sheet 3solutions(Wriklecare, Brighten up, Moisture) in one (1Pack of 10pcs)",All Beauty,30.73,0.0,0,treatment,1,1
O000263,C_0819224,2020-02-28,B0829HHW2M,Pick & Pick (Gentle/metal allergy free material),All Beauty,28.76,0.1,0,treatment,0,1
O000264,C_0819224,2020-02-18,B07VGBBNTH,Taya Beauty Inner Core Hair Strong Anti-Breakage Shampoo & Conditioner Duo - Strengthening and Repairing Formula - Free From Sulfates and Parabens - 8 fl oz Bottles,All Beauty,40.74,0.2,0,treatment,1,0
O000265,C_0819224,2020-02-09,B081ZN3TD5,JPNK 4PCS Anti-Static Detangling Fine & Wide Tooth Shower Comb Set,All Beauty,6.46,0.0,0,treatment,0,0
O000266,C_0819224,2020-02-06,B0837K9W6P,9 Pack Headbands Set -Messen Fashion Velvet Wide Hairband with Pearl Knitted Floral Fabric Cute Elegant Vintage Cross Knot Turban Elastic Hair Hoop Headwrap for Women Girls Hair Accessories,All Beauty,19.01,0.12,0,control,0,1
O000267,C_0819224,2019-04-26,B07LCHCD6Q,"Water Flosser Cordless Teeth Cleaner, SOOCAS Professional Oral Irrigator 230ML Portable and Rechargeable Water Dental Flosser with 3 Modes and 4 Jet Tips, IPX7 Waterproof, USB Charged for 30 Days Use",All Beauty,23.42,0.03,0,treatment,1,1
O000268,C_0819224,2019-01-23,B07KXM94BT,Makeup Blender Sponge Set - 4 Pack Latex Free Q-Soft Makeup Beauty Foundation Blending Sponge Flawless Smooth Brush for Liquid Foundation BB Creams Powders Concealer (4 Pack),All Beauty,8.01,0.02,0,control,1,0
O000269,C_0819224,2018-12-28,B07DSC4X3K,The Sunset Dusk Palette | 15 Color Eye Shadow of BEAUTY GLAZED Eyeshadow Palette | QyeeCosmetics. - Amazon Vine,All Beauty,9.43,0.15,0,control,0,1
O000270,C_0819224,2018-12-20,B07DPKZPRH,PARWIN Infrared Flat Iron 1 1/4 Inch Digital Hair Straightener Iron with Ceramic Tourmaline Plate Temperature Control Hair Iron Christmas Gift Black,All Beauty,110.56,0.11,0,treatment,0,0
O000271,C_0819224,2018-08-02,B073WQHFXB,"Hanging Toiletry Bag, Gonex Travel Cosmetic Makeup Organizer with Zipper Closure, 8""x13"" Black",All Beauty,10.68,0.13,0,treatment,0,1
O000272,C_0819224,2018-05-02,B071NBFSLY,Gliss Hair Repair - Extra Volume - Shampoo & Conditioner Set - Net Wt. 13.6 FL OZ (400 mL) Per Bottle - One Set …,All Beauty,17.68,0.26,0,treatment,1,1
O000273,C_0819224,2016-03-04,B01BEYRHBA,"LumaRx Facial Cleansing Brush with 1-Minute Pulsing Timer and LED Speed Indicator Light, Rechargeable and Showerproof, White/Silver",Premium Beauty,45.35,0.03,0,treatment,0,1
O000274,C_0312767,2021-03-11,B08CXKJ7TQ,"Nail Rhinestone Picker, Dual-ended Nail Art Dotting Wax Pencil Pen Crystal Gems Beads Studs Picker Acrylic Handle with Two Replacement Wax Head Manicure Decoration Tool with Metal Storage Box",All Beauty,74.7,0.04,0,control,0,1
O000275,C_2103668,2021-05-23,B08XS4D82F,Men's 2-Step Clear Skin Acne Cleanser & Face Cream Treatment Set + Salicylic Acid + .2% Retinol = Clear Skin - 30 Day Supply Daily Use - Skincare Sets by Geologie,All Beauty,35.03,0.04,0,treatment,1,1
O000276,C_2103668,2021-02-22,B08JP74M51,"Bold Men, Mens Hair Gel""Casual Hold"" 100ml, Mens Styling Gel",All Beauty,33.29,0.12,0,control,1,0
O000277,C_2103668,2020-10-02,B07FP2C8N8,"Emilia Hypoallergenic Bath Oil for Babies - Paraben-Free Natural Baby Wash Enriched With Natural Oat Extract, Sunflower, Sweet Almond, Sesame, Calendula, and Chamomile 8.5 fl.oz.",All Beauty,12.95,0.06,0,control,1,0
O000278,C_3107596,2022-02-22,B09FW4M7G8,Bath & Body Works Black Raspberry Vanilla Signature Collection Fragrance Mist 8 Fl Oz (Blackberry Vanilla),All Beauty,10.27,0.12,0,treatment,1,0
O000279,C_3107596,2017-11-27,B00F22YKOS,Magic-Zymes All Natural Odor Remover 1 Gallon Bottle,All Beauty,8.6,0.11,0,treatment,1,0
O000280,C_6112622,2019-01-25,B07G47T1DV,WOKOTO 6Pcs Nail Polish Stickers Strips Self Adhesive Dotting Snow Anchor Image Full Nails Decals Wraps for Nail Art with 1Pc Nail Buffers Files,All Beauty,28.17,0.16,0,control,1,0
O000281,C_2536213,2019-04-02,B07JCYGJC3,"Water Flosser Cordless Oral Irrigator Portable Rechargeable Dental Flossers with 5 Modes & 6 Tips Water Flossing with 300ml Water Tank for Home and Travel, Braces & Bridges Care (Blue)",All Beauty,24.78,0.08,0,control,1,0
O000282,C_2536213,2017-08-12,B00Z5OJPS4,"Organic Doctor Organic Tea Tree Conditioner, 9 fl.oz.",All Beauty,27.14,0.09,0,treatment,1,1
O000283,C_1160421,2015-05-11,B00R8LI7ZO,"Bath Body Dry Brush Best for Lymphatic Drainage wash Toxin Away, Deep Cleansing, Scrub Your Back, Exfoliate, Cleanse, Detox. Natural Boar Bristles, Makes Your Skin Glow",All Beauty,10.29,0.0,1,treatment,0,0
O000284,C_2407974,2022-01-19,B096LJJ4K6,QACCF Women Long Wavy Fluffy Curly Heat Resistant Full Bang Girls Wig (Tan),All Beauty,18.85,0.13,0,control,0,1
O000285,C_4202748,2019-02-10,B07D4C2ZZ9,"Natural Face Wash and Makeup Remover – Deep Cleansing Oil Moisturizer and Face Cleanser Hydrates Skin with Hyaluronic Acid, Olive Oil, Omega 3 and Vitamins (5.41 oz)",All Beauty,18.64,0.15,0,control,1,0
O000286,C_0151384,2018-09-25,B07FX94GYX,"Pore Strips, Blackhead Remover Charcoal Nose Strips Deep Cleansing 24 Strips",All Beauty,21.86,0.05,0,treatment,0,0
O000287,C_0151384,2017-03-30,B01M1OBRBQ,"Real Techniques Bold Metals: Diamond Sponge, Create Shadow or Highlighting, Multi Surfaced for Variety of Application, Synthetic Materials, Latex Free",All Beauty,15.87,0.1,0,treatment,1,1
O000288,C_9035794,2019-11-28,B001281404,"Raines Rain Bonnet With Visor Adult, Colors May Vary",All Beauty,4.57,0.17,0,treatment,1,0
O000289,C_6496828,2020-01-25,B07VM55BYC,"Ownest Holographic Nail Polish, Gorgeous Glossy Holographic Halo Glitter Gel Polish Nail Art Nail Pigment Diamond Laser Nail Polish -LS08",All Beauty,20.3,0.05,0,treatment,1,0
O000290,C_6496828,2019-12-05,B07L6CFNH6,NEE JOLIE 7.5ml 3D Cat Eye Nail Polish Shining Magnetic Nail Art Varnish Manicure Nail Design(6 Bottles),All Beauty,19.53,0.15,0,treatment,1,1
O000291,C_6496828,2019-05-12,B0749FJSN2,"EZGO 42-pack 7"" Flexible Curling Rods, Twist-Flex Hair Curler Roller Set (Transparent PVC Bag)",All Beauty,22.82,0.14,0,treatment,0,0
O000292,C_1492945,2021-02-09,B07KKBCG87,SanerLian Set of 5 Waterproof Temporary Fake Tattoo Stickers Grey Anchor Ship Compass Crux,All Beauty,46.2,0.04,0,control,0,1
O000293,C_9254820,2020-04-13,B07Z5C1KGR,"Bloomy Essentials Top 3 Organic Essential Oils Starter Set 10 mL (1/3 oz) - USDA Certified Organic - 100% Pure Lavender, Lemon and Peppermint",All Beauty,91.46,0.05,1,treatment,1,0
O000294,C_9254820,2017-10-02,B075FVH1XS,"essie Nail Polish, Glossy Shine Finish, Let It Glow, 0.46 fl. oz.",All Beauty,7.26,0.18,0,control,0,0
O000295,C_9254820,2014-05-15,B00G7PCKI2,"Degree Male Adrenaline Series Anti-Perspirant and Deodorant Invisible Solid for Men, Overtime, 2.7 Ounce",All Beauty,14.76,0.05,0,control,0,0
O000296,C_7449925,2019-12-06,B07QNX9TJ3,ZM Ombre Silver Wavy Short Wig Curly Wavy Shoulder Length Bob Synthetic Cosplay Wig for Women's Wigs T1B-Silver,All Beauty,8.53,0.02,0,control,0,0
O000297,C_4202202,2016-04-07,B0131WQ2G4,NYX Cosmetics Glam Shadow Stick - Set of 5,All Beauty,12.58,0.08,0,treatment,0,0
O000298,C_9079833,2021-12-04,B08T7VB9CP,Bath and Body Works TRUE BLUE SPA Pomegranate Super Rich Body Cream Lay It On Thick 10 oz 1 Pack of 3,All Beauty,63.76,0.01,0,treatment,0,0
O000299,C_7876077,2019-09-01,B07Q2VZRNX,Buladou Hair Natural Looking Yaki Straight Synthetic Bob Lace Front Wigs with Dark Roots Medium Length Ombre BOB Heat Resistant Fiber Wigs for Black Women 14inch (1B/JAZZPATTERN),All Beauty,18.49,0.08,0,treatment,0,0
O000300,C_8241860,2017-07-20,B06Y6Q2C7B,"Loofah Bath and Shower Sponge 4-Pack,Mesh Pouf Exfoliating Bath Sponge Body Scrubber Puff (50g/pcs)",All Beauty,9.62,0.11,0,control,0,0
O000301,C_4358973,2016-01-03,B01695MZ9S,"(6) 4 Ounce 4 oz Empty Cobalt Blue Glass Bottles W/black Fine Mist Sprayer (6) 3ml Pipettes (6) Chalk Labels for Essential Oils, Cleaning Products, Aromatherapy",All Beauty,31.57,0.1,0,treatment,0,0
O000302,C_7117503,2013-11-23,B000I1CFC2,Boot Tray,All Beauty,12.97,0.04,0,treatment,1,0
O000303,C_9894460,2019-06-24,B074TG7CVH,"Hair Chalk, Hair Chalk for Girls Brassiness For Silver (medium, 10 colors…)",All Beauty,13.66,0.04,0,treatment,1,0
O000304,C_9894460,2015-08-31,B00OP8NZV4,"ORGANIC MONOI de TAHITI TIARE BUTTER 100 % Natural / 100% PURE BOTANICALS / UNSCENTED. 2 Fl.oz.- 60 ml. For Skin, Hair and Nail Care. ""One of the most extraordinary butters for skin and hair care with Tiare flowers infusion."" by Botanical Beauty.",All Beauty,38.08,0.18,0,control,0,1
O000305,C_2295700,2021-07-09,B08SBV6Z57,"2 Pack Foundation Full Coverage Liquid Foundation, Foundation Primer, 4 Makeup Sponge, Cosmetic Bag, 24HR Matte Oil Control Concealer Foundation (Nude #102+Buff Beige #104)",All Beauty,11.12,0.11,0,control,1,0
O000306,C_2295700,2020-11-04,B086N136NH,"Follain Everybody Bar Soap | Lavender & Bergamot, Skin Moisturizing Hand & Body Cleanser with Shea Butter, Argan Oil, Hydrate for Softer Skin, Non-Drying, Rich-Lather, Cruelty Free, 5 oz",All Beauty,27.71,0.09,0,treatment,0,1
O000307,C_2295700,2020-11-01,B08YJV9YL2,Bouquet Garni Body Shower White Musk - Unique Fragrance Decanting Engineering Method gives Long Lasting Rich Fragrance - Gentle and Mild Cleansing Scented Body Wash with Natural Surfactant 17.85 Fl Oz,All Beauty,12.55,0.19,0,treatment,1,1
O000308,C_2295700,2020-07-30,B08BRS98SF,"Wonder4 Electric Callus Remover - Rechargeable Electric Foot File Callus Shaver Hard Skin Remover Pedicure Tools with 3 in 1 Roller Heads, for Cracked Heels Calluses and Dead Skin",All Beauty,14.4,0.05,0,control,0,0
O000309,C_2295700,2020-07-28,B0894LPRN2,HAISWET 4 Pcs Boho Elastic Cross Headbands with Button for Strap to Protect Ear Wrap Hair Bands,All Beauty,26.9,0.13,0,treatment,0,0
O000310,C_2295700,2020-07-12,B07KG1TWP5,"Organic Bamboo Cotton Ear Swabs by Bali Boo - 200 - Natural Wooden Qtips Cotton Swabs for Cleaning Ears, Baby or Makeup and Nails - Sustainable & Vegan Buds Sticks - Eco Friendly & Biodegradable",All Beauty,17.79,0.02,0,control,1,0
O000311,C_2295700,2020-07-04,B07MN1KJ15,"MBA Renewing Retinol Serum, 1.7 fl. oz, 0.5% Retinol Hydrates & Brightens Skin's Appearance by Diminishing the Look of Breakouts, Hyperpigmentation, and Signs of Aging by Higher Education Skincare",All Beauty,14.06,0.08,0,treatment,0,0
O000312,C_2295700,2020-07-02,B08879N2W3,"Sdara Aloe Vera Gel For Face and Body - Organic & Natural, Soothing & Cooling For Sunburn Relief, Restorative For Dry Skin - Made In USA",All Beauty,14.26,0.1,0,control,0,0
O000313,C_2295700,2020-06-14,B07W397QG4,Iryasa Night Indulge Cream - Natural Face Cream for Dry Skin - Vegan Anti Aging Night Cream for Women - Firming Cream for Face and Neck - Organic Vitamin C Moisturizer for Face - 1.7oz,All Beauty,34.43,0.26,0,treatment,1,0
O000314,C_2295700,2020-06-10,B086VYKNDF,"Aloe Vera Gel 100% Natural Moisturisers - Pure Organic Fresh Soothing Aloe-Vera Moisturizing Gel Skin Hair, Aloe Leaf Wash-free Clean After Sun Face Body (8.8 oz)",All Beauty,14.29,0.15,0,treatment,1,0
O000315,C_2295700,2019-04-19,B07LCHCD6Q,"Water Flosser Cordless Teeth Cleaner, SOOCAS Professional Oral Irrigator 230ML Portable and Rechargeable Water Dental Flosser with 3 Modes and 4 Jet Tips, IPX7 Waterproof, USB Charged for 30 Days Use",All Beauty,63.48,0.12,0,treatment,1,1
O000316,C_2295700,2018-12-06,B071JMGPTH,Royal Locks Curl Rescue Leave in Conditioner | Curly Hair Therapy | Keravis Ultra Conditioning Formula | 4 Oz,All Beauty,28.72,0.16,0,treatment,0,1
O000317,C_2295700,2012-07-17,B007VXJK6E,Oral-B Smartseries 4000 Professional Care Rechargeable Electric Toothbrush,All Beauty,28.08,0.15,0,treatment,0,1
O000318,C_2292516,2021-10-02,B094VG2GKR,"2 in 1 Straightener and Curling Iron 1.25 Inch, Dual Voltage Digital Display Hair Flat Iron-Curling Wands, Ceramic Tourmaline Coating",All Beauty,46.95,0.13,0,treatment,1,1
O000319,C_9745283,2018-03-19,B01LXLVB5Q,"Daixers Stainless Steel Non-Slip Mixing Bowls With Measurements & Silicone Handles,- 5QT/4.5L",All Beauty,19.51,0.16,0,control,0,0
O000320,C_0865416,2020-06-26,B07RD8KL9D,"Valjean Labs Face Mist - Glow | Vitamin C + Magnesium | Brighten and Clear Skin | Helps to Even Tone and Prevent Wrinkles | Paraben Free, Cruelty Free, Made in USA (4 oz)",All Beauty,26.85,0.05,0,treatment,0,0
O000321,C_0865416,2019-01-28,B01IAX199Y,"Clinique 3-Step Kit Travel Size - Acne Solutios Cleansing Gel, Lotion, Dramatically Moisturizing Gel",All Beauty,46.5,0.09,0,treatment,1,0
O000322,C_3572809,2022-08-01,B09GNXK3N1,"Reusable Shower Cap for Women – Leakproof, Nonslip Hair Cap for Shower w/ Comfy Flexiband – Soft, Breathable Shower Caps for Women Reusable Waterproof – Durable, Heavy Duty Shower Cap by SMPL OBJECTS (Marble)",All Beauty,20.89,0.0,0,treatment,1,1
O000323,C_5112320,2021-12-01,B08SLNPD66,Giannay Hair Bob Lace Front Wigs for Black Women Short Straight Lace Wigs Natural Black Color Heat Resistant Fiber Synthetic Wigs 12 Inch,All Beauty,25.52,0.23,0,treatment,1,1
O000324,C_9186539,2021-03-17,B07N53XT2T,Klavuu Nourishing Care Lip Sleeping Pack- Overnight Exfoliating & Nourishing Lip Treatment Balm for Dry Lips - Natural Moisturizing Lip Oil with Vanilla Flavor - Lip Balm to Repair & Protect Lips 0.7oz.,All Beauty,10.96,0.1,0,treatment,0,1
O000325,C_9186539,2021-03-12,B07K1LGWYB,Sweat Cosmetics Gleam On Illuminator. Water + Sweat Resistant Vegan & Cruelty-Free Mineral Shimmer and Highlighter Makeup Brush with SPF 25 Protection,All Beauty,58.52,0.07,0,control,1,1
O000326,C_9186539,2021-02-17,B08PVH18Z6,"WIS Hyaluronic Acid Moisturizing Facial Mask for Women Anti-aging, Deep Hydrating, Remove Wrinkles, 24 Pack Sheet Mask for Dry and Sensitive Skin Care",All Beauty,29.18,0.09,0,treatment,1,1
O000327,C_9186539,2020-11-03,B08H4SYXR4,"Caudalie Vinosource SOS Intense Hydration Set: Hydrating Trio for Sensitive Skin including a Daily Foam Cleanser, Hydrating Serum, Facial Moisturizer",Premium Beauty,19.85,0.16,0,treatment,1,1
O000328,C_9186539,2020-10-23,B08C71WBLC,Moisturizing Facial Emulsion for Restoring Hydrating Smoothing Skin from Manilla Natural Skincare,All Beauty,25.16,0.03,0,treatment,0,0
O000329,C_9186539,2020-10-21,B08J3VX89W,"LAPOTHICELL Blemish Out Cream 50ml, Face Moisturizer, improves uneven skin tone.",All Beauty,8.1,0.04,0,control,1,0
O000330,C_9186539,2020-10-20,B08H2KSHZZ,"CURECODE Neuromide Ampoule (30 ml), Concentrated Formula of Active Ingredients, Microbiome Science for Extremely Sensitive & Dry Skin, Repair and Protect Skin Barrier Function, Brightening and Firming for Mature Skin Types",All Beauty,25.82,0.19,0,treatment,0,0
O000331,C_9186539,2020-09-14,B08WCG4JCC,"GIOVANNI Hemp Hydrating Hair Shine Spray, 4.3 oz. - Hemp Seed Oil, Aloe Vera, Frankincense Helps Stimulate Moisturize & Revitalize Damaged Hair, No Parabens, Color Safe, Lauryl & Laureth Sulfate Free",All Beauty,11.74,0.04,0,treatment,0,1
O000332,C_9186539,2020-09-13,B08CGFR74H,"FRESHME Facial Sheet Masks - Hydrating Face Mask Allantoin Sodium Hyaluronate Aloe Vera and Punica Granatum Fruit Extract Moisturizing Plant Facial Mask, Combo 6 Pack",All Beauty,8.89,0.0,0,treatment,1,1
O000333,C_9186539,2020-09-09,B08WCG4JCC,"GIOVANNI Hemp Hydrating Hair Shine Spray, 4.3 oz. - Hemp Seed Oil, Aloe Vera, Frankincense Helps Stimulate Moisturize & Revitalize Damaged Hair, No Parabens, Color Safe, Lauryl & Laureth Sulfate Free",All Beauty,9.9,0.04,0,treatment,0,0
O000334,C_9186539,2020-08-17,B07DFNPVSF,"Dr. Denese SkinScience Essential Lipid Anti Aging Power Infusion Dry Oil - Skin Nutrients 97% Organic 100% Natural - Rejuvinating Blend with Amaranth & Resveratrol - Paraben-Free, Cruelty-Free - 2oz",All Beauty,29.12,0.13,0,control,0,1
O000335,C_9186539,2020-08-08,B08BNNNMH5,"sdoot Misting Spray Bottle, 2 Pack 200ml Plasitc Plant Spray Bottle Refillable Clear Mist Bottle Sprayer for Hair, Cleaning",All Beauty,16.19,0.0,0,control,0,0
O000336,C_9186539,2020-07-26,B08575Y9V3,[Abib] Creme coating mask Tone-up solution 17g (5pcs),All Beauty,34.99,0.07,0,treatment,1,0
O000337,C_9186539,2020-07-24,B07P4LLZS6,"Easydew 2-Step Face Contour Sheet Mask - Tightening & Anti-Aging & Hydrating Korean Face Mask with DW-EGF, Hyaluronic Acid for Anti-Winkle, Reducing Fine Line & Producing Collagen (Qty 5)",All Beauty,10.61,0.0,0,control,1,0
O000338,C_9186539,2020-07-06,B084MFFX5B,[miclan] Honey Black Rice Moisturizing Mask 10pcs - Mediheal Family Brand Facial Sheet Mask Full of Moisturizing Revitalize Skin with Black Rice and Honey,All Beauty,19.11,0.1,0,treatment,0,1
O000339,C_9186539,2020-07-06,B087LVRGN1,"Spray Bottle, RUCKAE Airless Spray Bottle with Fine Mist Sprayer 4pcs 3.4oz/100ml + 1pc 1.7oz/50ml, Vacuum Travel Bottles Clear Refillable Container for Perfume, Toners, Soothing Water, Rose Water",All Beauty,30.33,0.0,0,treatment,0,0
O000340,C_9186539,2020-07-01,B07ZS3DKL5,"Higher Education Skincare: Goal Digger - Silky Moisturizing Cucumber Creme; formulated for dry and sensitive skin; cucumber extract; natural extract: melon, kale, cabbage, ginger, turmeric - 1.7 fl oz",All Beauty,18.04,0.16,0,control,1,0
O000341,C_9186539,2020-06-26,B085SWH8RG,"Organic Vitamin C Serum For Face with Hyaluronic Acid - Luxurious Formula Made with Only Natural Organic Ingredients. For Acne, Wrinkles, Fine Lines, Age Spots, Sun Damage (1 oz)",All Beauty,26.99,0.12,0,treatment,1,1
