product_id,product_name,category,revenue,orders,avg_rating,avg_sentiment_score,negative_review_pct,return_rate_pct,top_issue
B000RHMBSU,DELON Intense Moisturizing Tropical Fruit Passion Body Butter 6.9oz/196g,All Beauty,44.04,1,5.0,1.0,0.0,0.0,general
B005LFNUF6,Altaire Paris Anti Aging Intensive Youth Day Cream 1.7 Oz,All Beauty,44.01,1,5.0,1.0,0.0,0.0,delivery
B07SQ1LK53,"Lovrio 20"" 20 Pcs 50g Glue Hair Extensions Piano Color Dirty Blonde mixed with Light Golden Blonde P18-22 Seamless in Human Hair Hair Extensions With Adhensive Tape",All Beauty,43.55,1,3.0,0.5,0.0,0.0,usability
B01JOKTHE6,"Nakeup Face 8 Days Tattoo EyeBrow No.01 Light Brown, Long Lasting, Nutrition Care",All Beauty,43.54,1,2.0,-0.5,100.0,0.0,performance
B07NPWK167,"13.5 fl. Oz. Goat Milk Facial Cleanser, Moisturizing Face Wash for Women, Hydrating Natural Face Wash, Anti-aging Face Wash, Face Wash for Aging Ski",All Beauty,43.5,3,4.67,1.0,0.0,0.0,usability
B0791LZNK9,"DESIGNLINE Root Boost Volumizing Foam, 9 oz - Regis Ultra-Firm Hold Volumizer Mousse Style Spray",All Beauty,43.47,1,5.0,1.0,0.0,0.0,general
B07J3GH1W1,"Manicure and Pedicure Nail Clipper from POWERGROOMING - Powerful Trimmer for Thick and Thin Finger Nails and Toe Nails - Included Nail File and""Catcher"" for Easy Cleanup (1 Pack)",All Beauty,43.39,2,4.5,0.75,0.0,0.0,quality
B07ZYBR6YC,BIOSSANCE Marine Algae Eye Cream Mini 0.1oz/3mL,All Beauty,42.92,1,2.0,-0.5,100.0,0.0,price
B07H8Z3SMK,ALICE False Eyelashes Natural Wispy Lashes 5 Pairs Multipack,All Beauty,42.52,1,5.0,1.0,0.0,0.0,quality
B07FM69672,"TRESemmé Botanique Shampoo and Conditioner Four Pack, Nourish & Replenish, 88 oz",All Beauty,42.42,2,4.5,0.75,0.0,0.0,usability
B01GS7QKQQ,"Argan Oil Shampoo and Conditioner Set - Sulfate Free All Natural Hair Repair Treatment, Clarifying Volumizing & Moisturizing, Color Safe, Gentle for Curly & Color Treated Hair Gift Set (2x 8oz)",All Beauty,42.41,1,3.0,0.25,0.0,0.0,price
B07JDD2L3M,"Kerotin Hairspray - Flexible Hold & Volume with Provitamin B5 - Heat Protectant, Frizz Ease, Weightless Hair Spray",All Beauty,42.17,1,4.0,0.5,0.0,0.0,usability
B01HTO9T2Y,Invisibobble Hair Tie Crystal Clear Original 3 packs of 3 hair ties per pack (9 hair ties in total),All Beauty,42.12,1,5.0,1.0,0.0,0.0,general
B07DSQ3NWM,(PACK of 2) 0lay Regenerist Micro-Sculpting Serum Advanced Anti-Aging Moisturize - 1.7 Fl Oz (50ml) EACH,All Beauty,42.04,1,5.0,1.0,0.0,0.0,usability
B089K4SV23,"Headband for Women Washing Face and Spa Headbands by GNAWRISHING, Use for Makeup Headband, Facial Headband and Hair bands for Washing Face",All Beauty,42.04,1,5.0,1.0,0.0,0.0,usability
B08PQ6YXSH,Dose of Colors Cold Pressed Booster Multi-Use Oil 1oz,Premium Beauty,41.4,1,5.0,1.0,0.0,0.0,usability
B076DGMQTM,"Natural Solution Himalayan Pink Salt Body Scrub with Natural Honey,Ultra Hydrating and Exfoliating Scrub for Nourishing Essential Body Care - 12.3 oz",All Beauty,41.39,1,4.0,1.0,0.0,0.0,usability
B07H2TPSZ8,"Hair Straightener Brush, Baililai Ceramic Heating Plate Hair Straightening Brush, Anti- Scald, Scratch-Resistant, Auto Shut Off, Anion Spray Styling Straightening Brush",All Beauty,40.99,1,4.0,0.75,0.0,0.0,delivery
B07PWLXFR5,"Portable Hand Washing Soap Sheets for School,Nursery, Kids,Girls,BBQ,Party,Camping,Tourism,Travel,Hiking,etc.(5 Pack x 30 Sheets,Rose Scent)",All Beauty,40.84,1,5.0,1.0,0.0,0.0,general
B07VGBBNTH,Taya Beauty Inner Core Hair Strong Anti-Breakage Shampoo & Conditioner Duo - Strengthening and Repairing Formula - Free From Sulfates and Parabens - 8 fl oz Bottles,All Beauty,40.74,1,1.0,-1.0,100.0,0.0,usability
B01DD1NOZU,"Carol’s Daughter Almond Milk Leave In Conditioner with Almond Milk, Aloe Butter and Shea Oil for Extremely Damaged Hair, 8 fl oz",All Beauty,40.63,2,5.0,1.0,0.0,0.0,general
B0881WZVM5,"KISSIO Color Changing Lipstick,Discoloration and Moisture retention,Temperature Sense Changing Color,Long Lasting Color,Fresh Colors(03#Orange)",All Beauty,40.52,1,2.0,-0.25,100.0,0.0,quality
B07W3FXQ23,"Hair Mask,Natural Repair Rejuvenating Hair Mask,Moisturizing Nourishing Hair for Dry and Damaged Hair,Professional Heating Deep Conditioning Hair Treatment",All Beauty,40.12,1,5.0,1.0,0.0,0.0,price
B0936GTH2B,"DARKLATER Tongue Scraper for Adults,Metal Tongue Cleaner,Tounge Scraper Cleaner,2 Pack…",All Beauty,39.99,1,1.0,-0.75,100.0,100.0,delivery
B00HA72I8S,Gold Bond No Mess Powder Spray Classic Scent 7 Oz (3 Pack),All Beauty,39.96,1,5.0,1.0,0.0,0.0,general
B08977LTB1,"Hair Cutting Scissors,Professional 7 inch Hairdressing Barber Scissors Hair Cutting Salon Shears for Men and Women,100% Stainless Steel Rust Resistant Hair Scissors,scissors for hair",All Beauty,39.91,1,5.0,1.0,0.0,0.0,general
B07SLFWZKN,Keratin Secrets Do It Yourself Home Keratin System,All Beauty,39.81,1,3.0,0.25,0.0,0.0,usability
B0971V4RL1,April22 Honey Mask,All Beauty,39.72,1,5.0,1.0,0.0,0.0,usability
B0B8F6MWFJ,"Folie for Women EDP - Eau De Parfum 100ml(3.4 oz) | Saffron, Red Fruits, Hedione, Jasmine, Moss, Amber | Perfume, Perfumes for women, Women's fragrances, Fragrance, Womens perfume | by Intense Elite",All Beauty,39.53,1,3.0,0.5,0.0,0.0,delivery
B095CG2ZV1,"Bath Bombs Gift Set, Bath Bomb Gift for Women with Rose Petals, Lavender Scent 5pc Handmade Bubble Bath Gift Box with Soap & Petals Mothers Day Gifts Ideas for Mom, New Mom, Wife Birthday Gift for Her",All Beauty,39.4,1,3.0,0.25,0.0,0.0,delivery
B092D43C8Q,3-piece makeup sponge set with Powder Brush， makeup sponges sponge makeup Mixed sponge foundation sponge make up blender Wet and dry makeup sponge (Red black pink + brush pen),All Beauty,39.15,1,3.0,1.0,0.0,0.0,quality
B00C0YZBJE,Salerm Color Reverse,All Beauty,38.99,2,4.0,0.62,0.0,0.0,usability
B01GU38PAC,Verb Sea Spray Essentials kit,All Beauty,38.94,1,2.0,-0.5,100.0,0.0,general
B07H8Y5QT2,"Facial Hair Remover for Women, ZACCER Painless Hair Removal Waterproof Shaver Razor with LED Light for Peach Fuzz Fine Hair Chin Cheek Upper Lip",All Beauty,38.6,2,4.5,1.0,0.0,0.0,usability
B092M1WFTR,"BLAISTER Animal Print Headbands for Women, Leopard Print Head Bands Athleisure Hair Band Non Slip Stretchy Breathable Head Wrap Elastic Hair Accessories (Leopard Print)",All Beauty,38.6,1,2.0,0.0,0.0,0.0,quality
B08BB3P4VQ,"Hemp Lotion for Dry Skin - Soothing Rose Flower & Aloe Hydrate Your Complexion - Non-Greasy, Vegan, 7Oz, 250Mg Hemp, Fragrance & Paraben Free - Guayaquil By La La Leaf",All Beauty,38.56,2,4.5,1.0,0.0,0.0,price
B07NPCT6L5,"Dr. Au Anti-Aging Face Oil Retinol Serum by Au Natural Skinfood - Promotes Youthful, Glowing Skin | Collagen Boosting Wrinkle Repair | No Oily Residue - Just Soft to the Touch Skin | Day & Night Moisturizing treatment for Men and Women",All Beauty,38.47,1,4.0,0.5,0.0,0.0,usability
B08P6ZVFDW,"M-BOX Hair 12 Inch Wavy Bob Wig with Bangs Short Curly Bob Wigs Shoulder Length Synthetic Wigs for Women Burgundy Fluffy Pastel Colored Wigs for Girls (12"",#bug)",All Beauty,38.16,1,5.0,1.0,0.0,0.0,quality
B00OP8NZV4,"ORGANIC MONOI de TAHITI TIARE BUTTER 100 % Natural / 100% PURE BOTANICALS / UNSCENTED. 2 Fl.oz.- 60 ml. For Skin, Hair and Nail Care. ""One of the most extraordinary butters for skin and hair care with Tiare flowers infusion."" by Botanical Beauty.",All Beauty,38.08,1,5.0,1.0,0.0,0.0,usability
B07W6LBB2H,Vlasy 28inch 25g/lot Pre bonded Nail Tip Human Hair Extensions Straight Keratin Fusion U Tip Hair Natural Black Hair Extensions 1B# UTip Hair(1B#),All Beauty,37.94,1,4.0,0.75,0.0,0.0,price
B019TSJ9MI,"Cutex Nail Polish Remover, Regular 2 oz (Pack of 2)",All Beauty,37.93,1,5.0,1.0,0.0,0.0,appearance
B08RMZXNH8,"Electric Nail Drill, USB Nail File Machine for Acrylic Nails, Portable Manicure Pedicure Polishing Tool Efile Nail Supplies with Nail Drill Bits Set for Home and Salon Use",All Beauty,37.71,1,5.0,1.0,0.0,0.0,price
B08DYFZMGJ,Dog Paw Washer Automatic Cleaner for Small and Medium dogs with Brush Pet Foot Cup Silicone,All Beauty,37.56,1,3.0,0.5,0.0,0.0,quality
B01HCHPY1S,Dragonhawk Rotary Tattoo Machine Space Aluminum Machine for Tattoo Artists Coloring Black,All Beauty,37.13,1,4.0,1.0,0.0,0.0,quality
B07ZS3DKL5,"Higher Education Skincare: Goal Digger - Silky Moisturizing Cucumber Creme; formulated for dry and sensitive skin; cucumber extract; natural extract: melon, kale, cabbage, ginger, turmeric - 1.7 fl oz",All Beauty,37.11,2,5.0,1.0,0.0,0.0,usability
B07TNSGHVX,"Brittanie's Thyme Hyaluronic Acid Serum, 8 oz, 100% Botanical Professional Clinical Strength for Face | Anti-Aging Anti Wrinkles & Hydrating Skincare Treatment",All Beauty,36.96,1,5.0,1.0,0.0,0.0,usability
B00XP86KXU,Color Shooting Star Effect Glitter Nail Polish Lacquer,All Beauty,36.87,1,5.0,1.0,0.0,0.0,usability
B08XJZR3S9,MICPANG Electric Eyebrow Trimmer Precision Electric Eyebrow Razor for Women Battery-Operated Facial Hair Remover with Comb (Pink),All Beauty,36.87,1,4.0,0.75,0.0,0.0,usability
B07CSL21J8,"Lash Growth Serum - Best Eyelash Growth Serum For Fuller & Thicker Lashes & Brows - Supports Eyelash Growth, Eyebrow Growth, Thinning Lashes, Supports Lash Boost - Perfectly Formulated For Results",All Beauty,36.78,1,1.0,-1.0,100.0,0.0,price
B08M3C6LVS,"24K Gold Under Eye Mask– 20 Pairs- Under Eye Patches with Face Massager Roller, Anti-Aging Hyaluronic Acid Collagen Eye Masks for Dark Circles and Puffiness Dark Under Eyes Treatment",All Beauty,36.75,2,3.5,0.5,0.0,0.0,general
B00IUI0QFS,SensatioNail LED Lamp,All Beauty,36.73,1,2.0,-0.75,100.0,0.0,quality
B07KDNK11M,"Chialstar (2 Pack) Shampoo Brush | Hair Scalp Massager, Soft Silicone Scalp Care Brush [Wet & Dry] Perfect for Men, Women, Kids and Pets (Pink/Green)",All Beauty,36.5,2,3.5,0.25,50.0,0.0,price
B088DX4Q5K,"2 Pack Detangling Brush for Curly Hair, Wiisdatek Black Hair Detangler, Afro Textured 3a to 4c Kinky Wavy, Detangle Easily Wet/Dry/Long Hair for Beautiful Shiny Curls (Pink, Green)",All Beauty,36.38,1,3.0,1.0,0.0,0.0,price
B08NTD1NM1,"Magnetic Eyelashes with Eyeliner, Invisible Magnetic Mink Magnetic Lashes Kits with 2 Liquid Eyeliner 6 Reusable Waterproof False Eyelashes, Eyelash Tweezers, Best Magnetic Eyeliner for Daily, Party",All Beauty,36.26,1,5.0,1.0,0.0,100.0,appearance
B07RM722DH,"Queendom Unlashed Mascara | Volumizing and Lengthening | Boosts Lash Length | Vegan, Cruelty Free, Paraben Free",All Beauty,36.19,1,5.0,1.0,0.0,0.0,general
B08MBJ6WPN,"Straight Razor with 10 Blades, Single Blade Barber Straight Edge Razor for Men Women, Manual Hair Shaving kit Fits Single Edge Blade, For Barbers, Salons, Hair Enthusiasts (Green Wood)",All Beauty,36.02,1,5.0,1.0,0.0,0.0,general
B08G149DSD,Nxconsu 8Pcs Rhinestone Headbands for Women Girls Teens Kids Fashion Comfort No Hurting Hair Accessories Thin Hair Bands Crystal Exquisite Color Selection,All Beauty,35.9,1,4.0,0.75,0.0,0.0,appearance
B096YFBWGX,"XXI Skin | Bio-Pure Vitamin C Lotion | Provides 24 Hours of Hydration | Minimizes Fine Lines, Daily Facial Moisturizer, 2 Fl Oz.",All Beauty,35.83,2,4.5,0.75,0.0,0.0,usability
B019O277A0,"Elbahya Natural Hair Repair Serum - Curly Treatment for Damaged Hair with Moroccan Argan Oil and Shea Butter Serum, for all Hair Types",All Beauty,35.8,1,5.0,1.0,0.0,0.0,usability
B09C1BFKS3,"Matte Hair Claw Clips-6 Packs Nonslip Medium Hair Clips for Thin Hair, Triangle Strong Hold Jumbo Hair Jaw Clips Barrettes Hair Styling Accessories for Women Girls",All Beauty,35.72,1,4.0,0.5,0.0,0.0,general
B085C6RN9R,"Women Headband,Pack of 4 Alygado Boho Floal Style Criss Cross Head Wrap Hair Band (style21-24)",All Beauty,35.55,1,5.0,1.0,0.0,0.0,usability
B08VDTW6V6,BVENDANO 10×10gm Face Paint Kit One Stroke Split Cake Water Based Palette with 3 Professional Brushes Body Paint Makeup Birthday Party Halloween,All Beauty,35.53,1,5.0,1.0,0.0,0.0,appearance
B00E2S00ME,Josie Maran Argan Creamy Concealer Crayon (Fair 1),All Beauty,35.5,1,1.0,-1.0,100.0,0.0,usability
B07SQ8193F,WillingTee 12 Pack Boho Headbands for Women Vintage Flower Printed Criss Cross Elastic Head Wrap Twisted Cute Hair Accessories,All Beauty,35.26,1,5.0,1.0,0.0,0.0,price
B00N6WHTRG,"Pure Rosehip Seed Oil Certified Organic Large 4 Ounce Bottle (120 Ml) By Jarosa Beauty - Cold Pressed, Virgin & Unrefined, Carrier, Face & Hair Oil - No Fillers or Fragrance",All Beauty,35.2,1,5.0,1.0,0.0,0.0,usability
B07YYW1913,Straight 13x4 Lace Front Wigs Burgundy Lace Front Wigs Long Bob Synthetic Ombre Wine Red Wig Pre-plucked with Baby Hair Free Part Heat Resistant Synthetic Lace Wigs for Women 20 Inch,All Beauty,35.2,1,5.0,1.0,0.0,0.0,general
B003DLQNI6,Papier Poudre Oil Blotting Papers - Rachel 1 Booklet (65 Sheets),All Beauty,35.14,1,5.0,1.0,0.0,0.0,usability
B09766LY1D,"5pcs Silicone Face Mask Brush Applicator Makeup Brushes, Silicone Facial Mask Brush Face Mask Applicator Brush Facial Brushes set,Makeup Tools for Apply Mask Cream Lotion",All Beauty,35.1,1,5.0,1.0,0.0,0.0,quality
B0B8DB17VT,Folding Comb Boar Bristle Brush Pocket Hair Brush - Anti-Static Hairbrush with Nylon Bristle for Women Men Salon Beauty Styling Backcombing (Brown),All Beauty,35.05,1,4.0,0.75,0.0,0.0,quality
B07WNBZQGT,SERUM By MERLOT - RESVERATROL - NATURAL ANTI-AGING - DAMAGE CORRECTOR - BOOST COLLAGEN - 1 FL OZ. - DARK CIRCLE CORRECTOR -,All Beauty,35.04,2,4.5,0.88,0.0,0.0,usability
B08XS4D82F,Men's 2-Step Clear Skin Acne Cleanser & Face Cream Treatment Set + Salicylic Acid + .2% Retinol = Clear Skin - 30 Day Supply Daily Use - Skincare Sets by Geologie,All Beauty,35.03,1,5.0,1.0,0.0,0.0,quality
B07W6H8CGT,"Little Moon Essentials Tropical Bath & Shower Sugar Exfoliant, Beach All You Want, 2 oz.",All Beauty,34.99,1,4.0,1.0,0.0,100.0,usability
B08575Y9V3,[Abib] Creme coating mask Tone-up solution 17g (5pcs),All Beauty,34.99,1,5.0,1.0,0.0,0.0,usability
B01N1WM96U,QTICA QTICA 1/2 time Polish Drying Accelerator -1 oz,All Beauty,34.98,1,5.0,1.0,0.0,0.0,general
B013TOAY5O,The Caribbean Breeze Mullet Headband,All Beauty,34.93,1,1.0,-1.0,100.0,0.0,general
B000GBID0M,Oral-B Vitality Dual Clean Rechargeable Electric Toothbrush (Colors May Vary),All Beauty,34.89,1,5.0,1.0,0.0,0.0,quality
B09758QG59,"Resin Decorative Accessories Set, Resin Jewelery Making, Nail Art, Including Dried Flowers, Resin Flash Sequins, Gold Foil, Seashell,for Resin Crafts Beginners, Nail Art, DIY Making",All Beauty,34.81,1,5.0,1.0,0.0,0.0,quality
B00XG58VDY,Clearbridal Fashion Women's Crystal Rhinestone Beads Headband Hair Band,All Beauty,34.73,1,2.0,-0.5,100.0,0.0,general
B0BP2Y6QY4,LUMOSMAX Hair Growth Serum with built-in Scalp Massager - Promotes Hair Care and improves Scalp Health while Nourishing Scalp | Serum Applicator for Women,All Beauty,34.66,1,5.0,1.0,0.0,0.0,general
B08RYQXJ88,"GERSHION Pastel Gel Nail Polish Set, 6 Colors Gel Polish Set, Soak Off UV Lamp Gel Polish Kit, Nude Pink Yellow Green Color Nail Polish Kit, 7.5ml Gel Polish Kit H-10",All Beauty,34.53,1,5.0,1.0,0.0,0.0,price
B07RVN4X51,"Ferbon Electric Beard/Hair Straightener Brush Comb, Hot Tools Hair Flat Curling Iron, Fast Shaping for Beard Grooming And Hair Styling for Men, White",All Beauty,34.47,1,4.0,0.75,0.0,0.0,usability
B09GVHT2D3,"Birthday Gift, Yachyee hair removal device",All Beauty,34.28,2,5.0,1.0,0.0,0.0,price
B07T3ZQK9W,"Eyebrow Pencil 2 Packs, NiceFace Waterproof Smudge-proof Automatic Eye Brow Makeup Kit with Eyebrow Brush, Dark Brown & Coffee(set#1)",All Beauty,34.09,1,2.0,-0.5,100.0,0.0,usability
B087Z9X39L,"Foot Peel Mask For Cracked Heels, Dead Skin & Calluses - Make Your Feet Baby Soft & Get a Smooth Skin, Removes & Repairs Rough Heels",All Beauty,34.0,2,5.0,0.88,0.0,0.0,usability
B00QYJ84GI,MAKARTTAdjustable 28 Grids Slot Acrylic Storage Box,All Beauty,33.93,1,5.0,1.0,0.0,0.0,quality
B088FBNQXW,MainBasics Headband with Buttons for Face Masks (Gray),All Beauty,33.93,1,4.0,0.75,0.0,0.0,general
B07PRDZ2BH,"LUA SKINCARE Clarity Calming Face Oil, 1 FZ",All Beauty,33.89,1,4.0,0.5,0.0,0.0,usability
B08NJ5T4VY,"Amareisbe Self Cleaning Slicker Brush, Dog & Cat Brush with Massage Particles, Grooming Shedding Tool for Short and Long Hair - Gently Removes Loose Undercoat, Mats and Tangled Hair",All Beauty,33.83,1,5.0,1.0,0.0,0.0,usability
B08KFKKPBB,Sia Botanics Vitamin C + Lemon Peel Brightening Cleanser Concentrate (4 oz),All Beauty,33.58,1,5.0,1.0,0.0,0.0,performance
B09XF4WD3V,"HMPRT 80s Costumes for Men, Halloween Heavy Metal Rocker Wig with Trucker Hat, Black T-Shirt Outfit, 90s Accessories Blow Up Guitar Music Costume Prop,L",All Beauty,33.51,1,5.0,1.0,0.0,0.0,usability
B08MF778D7,"Clear Nails Tips Coffin Shape, 480PCS Cosics 2IN1 Glossy Clear Press On Nails Almond Stiletto & Ballerina Shape Medium with Storage Box, Artificial Acrylic False Fake Nail Art Tips for Women DIY",All Beauty,33.48,1,5.0,1.0,0.0,0.0,appearance
B08VMRRCP5,PatiencET Self Cleaning Slicker Brush Dog Brush With Massage Particles For Removes Loose Hair And Tangles Cat Brush For Shedding Long Or Short Hair Pet Brush For Grooming Large Dogs,All Beauty,33.33,1,5.0,1.0,0.0,0.0,usability
B08JZD8HN4,"12 Sheets 3D Iridescent Butterfly Nail Art Stickers for Fingernail Toenail, Self-Adhesive Butterfly Nail Decals, Holographic Glittery Butterfly Nail Decorations for Women Girls",All Beauty,33.31,1,5.0,1.0,0.0,0.0,quality
B08RHMK2GL,"Jade Roller for Face, Eye, Neck Stone Face Massager for Women Skin Care at Home Anti-Aging Gemstone Face Roller",All Beauty,33.3,1,3.0,0.5,0.0,0.0,usability
B08JP74M51,"Bold Men, Mens Hair Gel""Casual Hold"" 100ml, Mens Styling Gel",All Beauty,33.29,1,5.0,1.0,0.0,0.0,quality
B08QVJ4NVD,"OGANA CELL Bio Actiome Recovery Cream 50ml / 1.69oz - Mild All in One Cream, Soothing & Anti-Wrinkle, Peptides and Blackbee Extract Contained Nourishing Skin Care",All Beauty,33.26,1,5.0,1.0,0.0,0.0,price
B00B5WMP8M,Maybelline Big Eyes Light Catching Quad Eyeshadow Palette-04 Luminous Blue,All Beauty,33.15,1,5.0,1.0,0.0,0.0,appearance
B08RRSPNWV,"BeautyStat Cosmetics Universal Moisture Essence, 100% Pure Squalane, Face Oil, Moisturizer, 30ml, 1oz",All Beauty,33.11,1,2.0,-0.25,100.0,0.0,general
B07YDLYYP3,"LilySilk Large Silk Scrunchies for Womens Girls Kids, Green, Pure 100 Real Natural Raw Mulberry Raw Silk, 6A Grade, Beautiful for Hair, Soft, Tie Scrunchies Silk Big Giant",All Beauty,32.81,1,3.0,0.25,0.0,0.0,price
B08MT11QG3,"SupSilk 1 Inch Hair Straightener Flat Iron, Flat Iron for Hair Curler Iron with Ceramic Tourmaline Plates Adjustable Fast Heat to 250-450℉ for Black Curly | Women Girlfriend Gifts | Salon",All Beauty,32.8,1,3.0,1.0,0.0,0.0,delivery
B07QG231LQ,"COSMETEA Korean Essence Face Masks - T1 Oolong Tea Hydrating Ampoule Full Facial Masks 10 Pack Treatments, Care Your Skin Anti-Aging, Anti-Wrinkle, Purifying, Deep Moisturizing with Hyaluronic Acid",All Beauty,32.78,1,5.0,1.0,0.0,0.0,usability
B084WP4XS8,"CELIMAX The Real Sedum Aqua Boosting Essence - with 65.33% Sedum Extract, Hyaluronic Acid Complex, 150ml",All Beauty,32.74,1,5.0,1.0,0.0,0.0,general
B0B4JPGX8P,"Elli K Essential Sincerity From AZ Time Reverse Double Ampoule – Made in USA - Double Layering Serum – Repairing & Deep Hydrating – Oil and Cream Formula for Healthy and Smooth Skin, (2.02 fl.oz.)",All Beauty,32.61,1,4.0,1.0,0.0,0.0,usability
B00UB7D60I,"Secret Original Shower Fresh Scent Women's Invisible Solid pH Balanced Antiperspirant and Deodorant Twin Pack, 5.2 Ounce",All Beauty,32.54,1,5.0,1.0,0.0,0.0,price
B0BQQ5L942,"50th Birthday Gifts for Women, 40th Birthday Gifts Women, 60th Birthday Gifts for Women, Gift Basket for Women, Spa Gifts for Women, 30th Birthday Gifts for Her, 70th Birthday Gifts for Women – 7 PC",All Beauty,32.49,1,5.0,1.0,0.0,0.0,quality
B086XH7BWW,Taya Beauty Buriti Nut Intensive Repair Shampoo & Conditioner Duo – Organic Hydrating Shampoo and Conditioner for Dry Damaged Hair - Restorative Hair Care – Travel Size 2 fl oz,All Beauty,32.39,1,2.0,0.0,0.0,0.0,price
B0B96MFXSJ,"PURE ORIGINAL INGREDIENTS Vegetable Glycerin (16 fl oz) Food Grade, Vegan, Hypoallergenic, Odorless, Colorless",All Beauty,32.32,2,5.0,1.0,0.0,0.0,usability
B01EK2F1PC,lilah b. - Bronzed Beauty Bronzer Duo - b. sunkissed - Multipurpose Bronzer Duo to Highlight + Contour and Blend,All Beauty,32.24,1,5.0,1.0,0.0,0.0,usability
B086SSHLWT,"4D Silk Fiber Lash Mascara Black, Waterproof Natural Thick Fiber Mascara, Thick Thickening Lengthening, Dramatic Extension Voluminous Eyelashes Mascara, No Clumping, No Smudging Lasting All Day",All Beauty,32.18,1,4.0,0.75,0.0,0.0,quality
B089RZ67T7,"Barber Hair Cutting Cape for Men Women, Made with Ultra Soft Silk Fiber, 63"" x 57""",All Beauty,32.03,1,4.0,1.0,0.0,0.0,usability
B08C24Q6LB,"JDO Eyelash Curler and 4D Silk Fiber Lash Mascara Value Set-Lash Curler with Refill Pads for No Pinching or Pulling, Mascara Natural Thickening- Long Lasting Waterproof & Smudge-Proof",All Beauty,31.81,1,5.0,1.0,0.0,0.0,usability
B0929H24R1,Dr. Bessette Naturals Facial Beauty Bars | Doctor Created (Geranium & Rose Clay),All Beauty,31.78,1,2.0,-0.25,100.0,100.0,price
B07849GHQF,"Papillon Organic 100% Pure Pomegranate Seed Oil - Organic Unrefined Cold Pressed Antioxidant Moisturizer - Vitamins for Vibrant Skin, Hair & Nails - 1 Bottle",All Beauty,31.76,1,1.0,-1.0,100.0,0.0,delivery
B09C1Y2PM8,"20 Pcs/Box Tattoo Lipstick Cotton Swab, Matte Long Lasting Lip Gloss Waterproof Non-Stick Lip Tint(4 Mixed Colors)",All Beauty,31.74,1,1.0,-1.0,100.0,0.0,appearance
B01JIVO8GS,The Body Shop Kiss and Tell Born Lippy Wand,All Beauty,31.7,1,5.0,1.0,0.0,0.0,price
B01695MZ9S,"(6) 4 Ounce 4 oz Empty Cobalt Blue Glass Bottles W/black Fine Mist Sprayer (6) 3ml Pipettes (6) Chalk Labels for Essential Oils, Cleaning Products, Aromatherapy",All Beauty,31.57,1,5.0,1.0,0.0,0.0,appearance
B0868W34QW,"Fascy Korean Nourishing Coating Hair Mask, Instant Hair Treatment, Argan Oil, Hair Mask Sheet, Hair Mask Cap, Amino Acid Complex, Treatment for Dry or Damaged Hair, Split Ends & Frizzy Hair Repair (10 pcs / a pack) (1.014 Fl.Oz. x 10)",All Beauty,31.5,1,5.0,1.0,0.0,0.0,delivery
B07DKRK8ZW,"CESTLV Bamboo Charcoal Toothbrush + Toothpaste Kit (10 Pack Bulk), Hotel Amenities for Guest & Travel, BPA Free, Individually Boxed Dental Kits, Recyclable",All Beauty,31.49,1,5.0,1.0,0.0,0.0,quality
B08F4ZDVZQ,"TOUCH IN SOL Best of No Pore Blem Travel Kit - Face Makeup Primer, Big Pores Perfect Cover, Inner-Glowing Skin with Moisture, Long Lasting Makeup's Staying Kit",All Beauty,31.17,2,4.5,1.0,0.0,50.0,quality
B08D4X4W22,SHIONLE - Semi Matte Air Lipstick: Creamy semi matte lipstick | Long Lasting | Great Coverage | Creamy Texture | 06 CRUSH BERRY | 3.3g,All Beauty,31.12,1,4.0,1.0,0.0,0.0,appearance
B08CL46XNM,"Follain Mattifying Moisturizer: Oil Control | Hydrating, Daily Facial Lotion, Oil-Free, Smooth Fine Lines, Supports Anti-Aging, Oil Control, Combination to Oily Skin, Peptide Complex, Cruelty Free, 1.7 fl oz",All Beauty,30.88,1,5.0,1.0,0.0,0.0,usability
B07D6KYSJH,"[Weekly Point Cosmetic Rose edition mask sheet] - Facial skin care mask sheet 3solutions(Wriklecare, Brighten up, Moisture) in one (1Pack of 10pcs)",All Beauty,30.73,1,4.0,1.0,0.0,0.0,quality
B010B0S67C,"Blackhead Mask,Sky-shop Facial Mask Nose Mask Face Mask Blackhead Cream with Activated Charcoal Deep Pore Cleanse, Peel Off Deep Skin Clean Purifying Face Mask for Acne and Blackheads (100g) (110G)",All Beauty,30.58,1,5.0,1.0,0.0,0.0,price
B095H936ZB,Sallcks Long Black Wavy Wigs for Women Long Curly Wavy Wig with Blonde Highlight Middle Part Cosplay Halloween Synthetic Hair Full Wig for Women (Black Blonde),All Beauty,30.58,1,5.0,1.0,0.0,0.0,quality
B087LVRGN1,"Spray Bottle, RUCKAE Airless Spray Bottle with Fine Mist Sprayer 4pcs 3.4oz/100ml + 1pc 1.7oz/50ml, Vacuum Travel Bottles Clear Refillable Container for Perfume, Toners, Soothing Water, Rose Water",All Beauty,30.33,1,5.0,1.0,0.0,0.0,usability
B07VWYNBHJ,"China Glaze Nail Polish, Cowboy, Bye 1682",All Beauty,30.25,1,5.0,1.0,0.0,0.0,delivery
B08HVRP54L,"So'Bio Étic | Moisturizing Fresh Gel Cream | Organic Face Moisturizer for Combination Skin | 24 hr Hydrating, Balancing & Plumping | 0.5 fl oz",All Beauty,30.2,2,3.5,0.62,0.0,0.0,price
